,entity_id,entity_label,score,in_training,in_validation,in_testing,from_kge,from_atom
0,10534,<https://www.wikidata.org/wiki/Q1463>,1.4280391931533813,True,False,False,True,"P22(?_,?x)"
1,7145,<https://www.wikidata.org/wiki/Q1296712>,1.4073385000228882,True,False,False,True,"P22(?_,?x)"
2,26337,<https://www.wikidata.org/wiki/Q20638984>,1.3970675468444824,True,False,False,True,"P22(?_,?x)"
3,1422,<https://www.wikidata.org/wiki/Q106712>,1.3957805633544922,True,False,False,True,"P22(?_,?x)"
4,67928,<https://www.wikidata.org/wiki/Q4798923>,1.394758701324463,True,False,False,True,"P22(?_,?x)"
5,91049,<https://www.wikidata.org/wiki/Q64905>,1.3907182216644287,True,False,False,True,"P22(?_,?x)"
6,111538,<https://www.wikidata.org/wiki/Q86138>,1.3907182216644287,False,False,False,True,"P22(?_,?x)"
7,4228,<https://www.wikidata.org/wiki/Q118432>,1.389685869216919,False,False,False,True,"P22(?_,?x)"
8,3461,<https://www.wikidata.org/wiki/Q1153962>,1.3880071640014648,True,False,False,True,"P22(?_,?x)"
9,44186,<https://www.wikidata.org/wiki/Q305107>,1.3874887228012085,True,False,False,True,"P22(?_,?x)"
10,79468,<https://www.wikidata.org/wiki/Q55211>,1.3865879774093628,True,False,False,True,"P22(?_,?x)"
11,52425,<https://www.wikidata.org/wiki/Q348137>,1.3861148357391357,True,False,False,True,"P22(?_,?x)"
12,64219,<https://www.wikidata.org/wiki/Q46217>,1.3856337070465088,True,False,False,True,"P22(?_,?x)"
13,10550,<https://www.wikidata.org/wiki/Q14655>,1.380245566368103,True,False,False,True,"P22(?_,?x)"
14,87882,<https://www.wikidata.org/wiki/Q6232818>,1.379791259765625,True,False,False,True,"P22(?_,?x)"
15,67821,<https://www.wikidata.org/wiki/Q4794811>,1.379120945930481,True,False,False,True,"P22(?_,?x)"
16,114784,<https://www.wikidata.org/wiki/Q9554>,1.3782265186309814,True,False,False,True,"P22(?_,?x)"
17,658,<https://www.wikidata.org/wiki/Q104027>,1.377407193183899,True,False,False,True,"P22(?_,?x)"
18,73046,<https://www.wikidata.org/wiki/Q514276>,1.3743878602981567,True,False,False,True,"P22(?_,?x)"
19,71756,<https://www.wikidata.org/wiki/Q5076445>,1.3742234706878662,True,False,False,True,"P22(?_,?x)"
20,52556,<https://www.wikidata.org/wiki/Q348911>,1.373600959777832,True,False,False,True,"P22(?_,?x)"
21,62326,<https://www.wikidata.org/wiki/Q448342>,1.373600959777832,False,False,False,True,"P22(?_,?x)"
22,7450,<https://www.wikidata.org/wiki/Q131248>,1.373039722442627,True,False,False,True,"P22(?_,?x)"
23,70,<https://www.wikidata.org/wiki/Q100754>,1.3722715377807617,False,False,False,True,"P22(?_,?x)"
24,92405,<https://www.wikidata.org/wiki/Q66703>,1.3722715377807617,True,False,False,True,"P22(?_,?x)"
25,95713,<https://www.wikidata.org/wiki/Q6932851>,1.37212336063385,True,False,False,True,"P22(?_,?x)"
26,25948,<https://www.wikidata.org/wiki/Q204077>,1.3719772100448608,True,False,False,True,"P22(?_,?x)"
27,96321,<https://www.wikidata.org/wiki/Q698890>,1.3719772100448608,False,False,False,True,"P22(?_,?x)"
28,108712,<https://www.wikidata.org/wiki/Q794916>,1.3717784881591797,False,False,False,True,"P22(?_,?x)"
29,95626,<https://www.wikidata.org/wiki/Q691834>,1.3717784881591797,True,False,False,True,"P22(?_,?x)"
30,18278,<https://www.wikidata.org/wiki/Q16994331>,1.3715239763259888,True,False,False,True,"P22(?_,?x)"
31,81526,<https://www.wikidata.org/wiki/Q562178>,1.3712029457092285,True,False,False,True,"P22(?_,?x)"
32,51535,<https://www.wikidata.org/wiki/Q3403340>,1.3700673580169678,False,False,False,True,"P22(?_,?x)"
33,50474,<https://www.wikidata.org/wiki/Q335181>,1.3700672388076782,True,False,False,True,"P22(?_,?x)"
34,115972,<https://www.wikidata.org/wiki/Q984151>,1.3687036037445068,True,False,False,True,"P22(?_,?x)"
35,57858,<https://www.wikidata.org/wiki/Q392835>,1.3685197830200195,True,False,False,True,"P22(?_,?x)"
36,87970,<https://www.wikidata.org/wiki/Q6237266>,1.3683841228485107,True,False,False,True,"P22(?_,?x)"
37,1597,<https://www.wikidata.org/wiki/Q1076075>,1.3681951761245728,True,False,False,True,"P22(?_,?x)"
38,36345,<https://www.wikidata.org/wiki/Q2602795>,1.3679864406585693,True,False,False,True,"P22(?_,?x)"
39,96324,<https://www.wikidata.org/wiki/Q698909>,1.3677393198013306,True,False,False,True,"P22(?_,?x)"
40,84491,<https://www.wikidata.org/wiki/Q5962686>,1.3677393198013306,False,False,False,True,"P22(?_,?x)"
41,92826,<https://www.wikidata.org/wiki/Q66992>,1.367618203163147,True,False,False,True,"P22(?_,?x)"
42,69410,<https://www.wikidata.org/wiki/Q4908411>,1.366894245147705,True,False,False,True,"P22(?_,?x)"
43,75678,<https://www.wikidata.org/wiki/Q5318111>,1.3666898012161255,True,False,False,True,"P22(?_,?x)"
44,13543,<https://www.wikidata.org/wiki/Q15994597>,1.3664255142211914,True,False,False,True,"P22(?_,?x)"
45,44696,<https://www.wikidata.org/wiki/Q3082240>,1.3656997680664062,True,False,False,True,"P22(?_,?x)"
46,89613,<https://www.wikidata.org/wiki/Q6354984>,1.36476731300354,True,False,False,True,"P22(?_,?x)"
47,100968,<https://www.wikidata.org/wiki/Q72984>,1.3642137050628662,True,False,False,True,"P22(?_,?x)"
48,54850,<https://www.wikidata.org/wiki/Q3635516>,1.3642067909240723,True,False,False,True,"P22(?_,?x)"
49,4230,<https://www.wikidata.org/wiki/Q1184365>,1.3639663457870483,True,False,False,True,"P22(?_,?x)"
50,115874,<https://www.wikidata.org/wiki/Q983046>,1.363269329071045,False,False,False,True,"P22(?_,?x)"
51,58374,<https://www.wikidata.org/wiki/Q40427>,1.363269329071045,True,False,False,True,"P22(?_,?x)"
52,68684,<https://www.wikidata.org/wiki/Q4859106>,1.3631558418273926,False,False,False,True,"P22(?_,?x)"
53,103575,<https://www.wikidata.org/wiki/Q7442470>,1.3631558418273926,True,False,False,True,"P22(?_,?x)"
54,16498,<https://www.wikidata.org/wiki/Q1655532>,1.3623905181884766,True,False,False,True,"P22(?_,?x)"
55,38202,<https://www.wikidata.org/wiki/Q269890>,1.3619704246520996,True,False,False,True,"P22(?_,?x)"
56,36232,<https://www.wikidata.org/wiki/Q259818>,1.3613712787628174,True,False,False,True,"P22(?_,?x)"
57,4091,<https://www.wikidata.org/wiki/Q1179126>,1.3610987663269043,False,False,False,True,"P22(?_,?x)"
58,11624,<https://www.wikidata.org/wiki/Q1528>,1.3610987663269043,True,False,False,True,"P22(?_,?x)"
59,81309,<https://www.wikidata.org/wiki/Q5607249>,1.3607171773910522,True,False,False,True,"P22(?_,?x)"
60,73017,<https://www.wikidata.org/wiki/Q5139012>,1.3606358766555786,True,False,False,True,"P22(?_,?x)"
61,113139,<https://www.wikidata.org/wiki/Q914623>,1.3605928421020508,True,False,False,True,"P22(?_,?x)"
62,105646,<https://www.wikidata.org/wiki/Q7636778>,1.3603262901306152,False,False,False,True,"P22(?_,?x)"
63,11356,<https://www.wikidata.org/wiki/Q151509>,1.3603261709213257,True,False,False,True,"P22(?_,?x)"
64,52351,<https://www.wikidata.org/wiki/Q3474663>,1.3601385354995728,True,False,False,True,"P22(?_,?x)"
65,15253,<https://www.wikidata.org/wiki/Q16198065>,1.3600364923477173,True,False,False,True,"P22(?_,?x)"
66,109997,<https://www.wikidata.org/wiki/Q8045>,1.3595188856124878,False,False,False,True,"P22(?_,?x)"
67,53752,<https://www.wikidata.org/wiki/Q355874>,1.359501600265503,True,False,False,True,"P22(?_,?x)"
68,44786,<https://www.wikidata.org/wiki/Q3086008>,1.3594205379486084,True,False,False,True,"P22(?_,?x)"
69,53510,<https://www.wikidata.org/wiki/Q354477>,1.3591034412384033,True,False,False,True,"P22(?_,?x)"
70,115383,<https://www.wikidata.org/wiki/Q969754>,1.3591034412384033,False,False,False,True,"P22(?_,?x)"
71,23300,<https://www.wikidata.org/wiki/Q191748>,1.3588337898254395,True,False,False,True,"P22(?_,?x)"
72,57150,<https://www.wikidata.org/wiki/Q3830297>,1.3587262630462646,True,False,False,True,"P22(?_,?x)"
73,79792,<https://www.wikidata.org/wiki/Q5536524>,1.3587260246276855,False,False,False,True,"P22(?_,?x)"
74,100376,<https://www.wikidata.org/wiki/Q72654>,1.3584020137786865,True,False,False,True,"P22(?_,?x)"
75,56931,<https://www.wikidata.org/wiki/Q3813172>,1.3583290576934814,True,False,False,True,"P22(?_,?x)"
76,104463,<https://www.wikidata.org/wiki/Q7527595>,1.3577276468276978,True,False,False,True,"P22(?_,?x)"
77,114920,<https://www.wikidata.org/wiki/Q958662>,1.357435941696167,True,False,False,True,"P22(?_,?x)"
78,10411,<https://www.wikidata.org/wiki/Q1454839>,1.3569936752319336,True,False,False,True,"P22(?_,?x)"
79,87156,<https://www.wikidata.org/wiki/Q61929>,1.3569613695144653,True,False,False,True,"P22(?_,?x)"
80,30859,<https://www.wikidata.org/wiki/Q2310836>,1.3569469451904297,False,False,False,True,"P22(?_,?x)"
81,34089,<https://www.wikidata.org/wiki/Q244852>,1.3569469451904297,True,False,False,True,"P22(?_,?x)"
82,54979,<https://www.wikidata.org/wiki/Q3645913>,1.3569248914718628,True,False,False,True,"P22(?_,?x)"
83,83598,<https://www.wikidata.org/wiki/Q58012>,1.356523036956787,True,False,False,True,"P22(?_,?x)"
84,48969,<https://www.wikidata.org/wiki/Q328525>,1.356523036956787,False,False,False,True,"P22(?_,?x)"
85,51484,<https://www.wikidata.org/wiki/Q3399352>,1.3564201593399048,True,False,False,True,"P22(?_,?x)"
86,3803,<https://www.wikidata.org/wiki/Q11683680>,1.356296420097351,True,False,False,True,"P22(?_,?x)"
87,65072,<https://www.wikidata.org/wiki/Q467778>,1.356177806854248,True,False,False,True,"P22(?_,?x)"
88,106402,<https://www.wikidata.org/wiki/Q7704907>,1.3561618328094482,True,False,False,True,"P22(?_,?x)"
89,114049,<https://www.wikidata.org/wiki/Q936891>,1.3560945987701416,True,False,False,True,"P22(?_,?x)"
90,100814,<https://www.wikidata.org/wiki/Q729032>,1.3557415008544922,True,False,False,True,"P22(?_,?x)"
91,23817,<https://www.wikidata.org/wiki/Q19518169>,1.3557244539260864,False,False,False,True,"P22(?_,?x)"
92,109186,<https://www.wikidata.org/wiki/Q8005963>,1.3556580543518066,True,False,False,True,"P22(?_,?x)"
93,40251,<https://www.wikidata.org/wiki/Q280722>,1.3556034564971924,False,False,True,True,"P22(?_,?x)"
